Time	gauge_0	gauge_1	gauge_2	gauge_3	gauge_4	gauge_5	gauge_6	gauge_7	gauge_8	gauge_9	gauge_10	gauge_11	gauge_12	gauge_13	gauge_14	gauge_15	gauge_16	gauge_17
22.5	1.995417	4.0011677	0.80470968	-0.40148404	-0.61967099	-0.59443502	-0.49814891	-0.44772153	-0.42626989	-0.26162739	-0.09899798	-0.028332447	0.30414284	-0.0015947226	-0.011909974	-0.026591078	-1.8283417e-05	-8.1976893e-07
22.6	1.7568876	4.0689959	0.90024158	-0.36369846	-0.60807783	-0.59281539	-0.50073214	-0.45170269	-0.43026494	-0.26477587	-0.10042559	-0.028642362	0.30410345	-0.0015995606	-0.011910548	-0.026591119	-1.827963e-05	-8.1934271e-07
22.7	1.5160785	4.1265428	0.99714571	-0.32425184	-0.59551395	-0.59077594	-0.50298889	-0.45551681	-0.43416339	-0.26788597	-0.10184118	-0.028947627	0.30406536	-0.001604074	-0.011911043	-0.02659115	-1.8280689e-05	-8.1955262e-07
22.8	1.2735443	4.1733381	1.0952269	-0.28315008	-0.5819658	-0.58819086	-0.50491239	-0.45914017	-0.43796129	-0.2709558	-0.10324427	-0.029248262	0.30402849	-0.0016083275	-0.011911503	-0.026591188	-1.8284047e-05	-8.1949975e-07
22.9	1.0315465	4.2086866	1.1943354	-0.24040515	-0.56742011	-0.58504772	-0.50649243	-0.46256554	-0.44165455	-0.27398342	-0.10463438	-0.02954426	0.30399282	-0.0016123199	-0.01191191	-0.026591213	-1.8282278e-05	-8.1928173e-07
23	0.78944747	4.2323067	1.2943221	-0.19603699	-0.5518667	-0.58133543	-0.50771979	-0.4657865	-0.44523926	-0.27696705	-0.1060111	-0.029835671	0.30395829	-0.001616076	-0.011912272	-0.02659123	-1.827934e-05	-8.1902455e-07
23.1	0.54648064	4.2437229	1.3950389	-0.15006538	-0.53529277	-0.57704104	-0.50858736	-0.46879593	-0.44871104	-0.27990447	-0.10737364	-0.030122335	0.303925	-0.0016195179	-0.011912539	-0.02659121	-1.8263476e-05	-8.1779903e-07
23.2	0.30642797	4.2426439	1.4963013	-0.10250779	-0.51768791	-0.57215362	-0.5090852	-0.47158681	-0.45206567	-0.28279349	-0.10872144	-0.030404129	0.30389298	-0.0016226069	-0.011912685	-0.026591156	-1.8242494e-05	-8.1685477e-07
23.3	0.069953765	4.2284462	1.5978724	-0.053397548	-0.49904269	-0.56666169	-0.50920055	-0.47415266	-0.45529916	-0.28563206	-0.11005379	-0.030680992	0.30386225	-0.0016253513	-0.011912733	-0.026591084	-1.8220361e-05	-8.1566853e-07
23.4	-0.16374507	4.1999936	1.6994608	-0.0027743642	-0.47935145	-0.56055381	-0.50896303	-0.47648667	-0.45840725	-0.28841797	-0.11137002	-0.030952747	0.30383287	-0.001627726	-0.011912671	-0.026590986	-1.8190712e-05	-8.1401881e-07
23.5	-0.39786541	4.1584977	1.8006881	0.049340765	-0.45860829	-0.55381937	-0.50836697	-0.47858229	-0.46138589	-0.29114902	-0.11266954	-0.031219255	0.30380487	-0.001629711	-0.011912495	-0.026590859	-1.8156413e-05	-8.1241993e-07
23.6	-0.62671258	4.1033814	1.9013276	0.10292399	-0.43680698	-0.54644744	-0.50736903	-0.48043387	-0.46423093	-0.29382297	-0.11395147	-0.031480346	0.30377833	-0.0016312745	-0.011912184	-0.026590701	-1.8113473e-05	-8.1003024e-07
23.7	-0.85062979	4.0346006	2.0010718	0.15794382	-0.41394305	-0.53842796	-0.50596096	-0.48203195	-0.46693792	-0.29643736	-0.11521503	-0.03173573	0.30375335	-0.0016323694	-0.011911717	-0.0265905	-1.806171e-05	-8.0763073e-07
23.8	-1.0711051	3.9523454	2.0993932	0.21441649	-0.39001736	-0.52975235	-0.50413621	-0.48336419	-0.46950309	-0.29899019	-0.11645947	-0.031985351	0.30372991	-0.0016330317	-0.011911148	-0.026590288	-1.8012588e-05	-8.053161e-07
23.9	-1.289191	3.8569116	2.1957527	0.2740449	-0.36502777	-0.52041133	-0.5018859	-0.48442184	-0.47192174	-0.30147887	-0.11768396	-0.032228845	0.30370815	-0.0016331933	-0.011910415	-0.026590026	-1.7945233e-05	-8.0162019e-07
24	-1.5024	3.7485231	2.2903968	0.3324712	-0.33897228	-0.51039348	-0.49919969	-0.48519969	-0.47418868	-0.30390055	-0.11888722	-0.032465752	0.30368829	-0.0016327179	-0.011909435	-0.026589686	-1.7859197e-05	-7.9734659e-07
24.1	-1.7094477	3.6273799	2.3834868	0.39133088	-0.31185176	-0.49968953	-0.49606848	-0.48568586	-0.47629898	-0.30625246	-0.12006796	-0.032695636	0.30367053	-0.0016314898	-0.011908205	-0.026589282	-1.7762223e-05	-7.9265785e-07
24.2	-1.910001	3.4938261	2.4745341	0.45271054	-0.28367039	-0.4882896	-0.49248306	-0.48587635	-0.47824674	-0.30853131	-0.12122478	-0.032917839	0.30365516	-0.0016293511	-0.011906661	-0.026588791	-1.7643026e-05	-7.866763e-07
24.3	-2.1058766	3.3479655	2.5630112	0.5151273	-0.2544303	-0.47618489	-0.48843471	-0.48576047	-0.4800267	-0.31073406	-0.1223562	-0.033131868	0.30364231	-0.0016262816	-0.011904827	-0.026588235	-1.7514995e-05	-7.8049895e-07
24.4	-2.2976149	3.1896668	2.6485203	0.57857916	-0.22412909	-0.46336405	-0.4839106	-0.4853567	-0.48163275	-0.31285667	-0.1234599	-0.033336698	0.30363244	-0.0016219942	-0.011902546	-0.02658754	-1.7345354e-05	-7.7218136e-07
24.5	-2.4835377	3.0221014	2.7304889	0.64298161	-0.19277552	-0.44981804	-0.47889958	-0.48466221	-0.48305931	-0.31489575	-0.12453449	-0.0335318	0.30362578	-0.0016165223	-0.011899902	-0.026586774	-1.7173886e-05	-7.6374078e-07
24.6	-2.6624249	2.8454704	2.8085528	0.70832522	-0.16037631	-0.4355386	-0.47339192	-0.48364745	-0.48430107	-0.31684726	-0.12557714	-0.033716117	0.30362266	-0.0016097111	-0.011896821	-0.026585892	-1.6970818e-05	-7.5453697e-07
24.7	-2.8323503	2.6597433	2.882352	0.77439493	-0.12693826	-0.42051803	-0.46737914	-0.48230069	-0.48535357	-0.31870781	-0.12658704	-0.033889204	0.30362319	-0.0016016882	-0.011893427	-0.026584968	-1.6772587e-05	-7.4539442e-07
24.8	-2.9958429	2.4657839	2.9515308	0.84121313	-0.092473649	-0.40475125	-0.46085381	-0.48062097	-0.48621251	-0.32047419	-0.12756299	-0.034050824	0.30362732	-0.001592615	-0.011889815	-0.026584023	-1.6572407e-05	-7.3635147e-07
24.9	-3.1535305	2.265977	3.0156781	0.90863684	-0.05700378	-0.38823448	-0.45380928	-0.47859981	-0.48687405	-0.32214331	-0.12850384	-0.034200789	0.30363491	-0.0015826611	-0.011886062	-0.026583071	-1.6373811e-05	-7.273267e-07
25	-3.3052642	2.0660931	3.0746679	0.97653072	-0.02055161	-0.37097433	-0.44625186	-0.47610427	-0.48611569	-0.3203313	-0.12531588	-0.032003722	0.30452034	-0.0012361671	-0.011757001	-0.026544433	-6.8265811e-06	-2.6098349e-07
25.1	-3.4508548	1.8551732	3.1274951	1.044804	0.016878414	-0.35297689	-0.43819768	-0.47324962	-0.4846655	-0.31690724	-0.12030155	-0.028927991	0.30561895	-0.00087628988	-0.011655281	-0.026524472	-3.9965017e-06	-1.6621562e-07
25.2	-3.5886061	1.6364671	3.1741345	1.1133672	0.055266503	-0.33423598	-0.42963945	-0.4701924	-0.48379865	-0.31527814	-0.11741835	-0.027101924	0.30620617	-0.00073059608	-0.011633584	-0.026525181	-5.0121948e-06	-2.2763311e-07
25.3	-3.7195992	1.4145647	3.2148248	1.182108	0.094587423	-0.3147384	-0.42054961	-0.46687935	-0.48342306	-0.31530386	-0.11646233	-0.026313201	0.30643178	-0.00070492419	-0.011644324	-0.02653134	-6.71362e-06	-3.196315e-07
25.4	-3.8466238	1.1868778	3.250007	1.2508887	0.13481429	-0.29448455	-0.41091936	-0.46314105	-0.48226346	-0.31360549	-0.11363894	-0.024670007	0.30688176	-0.00061151233	-0.01162587	-0.02652588	-4.9500753e-06	-2.1825237e-07
25.5	-3.9695887	0.9555254	3.2780174	1.3196128	0.17595169	-0.27347515	-0.40074547	-0.4591261	-0.48157138	-0.31352853	-0.11268249	-0.023982449	0.3070309	-0.0006085884	-0.01163537	-0.026529892	-6.2420914e-06	-2.9422203e-07
25.6	-4.0869415	0.72453879	3.2977178	1.3882959	0.21800014	-0.25170697	-0.39000503	-0.45478694	-0.4812664	-0.3149928	-0.11351089	-0.024161115	0.30692699	-0.00067971889	-0.011668439	-0.026540928	-9.2781677e-06	-4.6439036e-07
25.7	-4.1976009	0.48939669	3.3094494	1.4566479	0.26052566	-0.22918975	-0.37870719	-0.4500506	-0.48069516	-0.31631786	-0.11429316	-0.024350497	0.30681869	-0.00074599005	-0.011695471	-0.026548148	-1.057375e-05	-4.9335001e-07
25.8	-4.3007058	0.25209846	3.3133314	1.524484	0.30481389	-0.20592529	-0.36684082	-0.44490027	-0.47985017	-0.31748909	-0.11503526	-0.024551479	0.30670641	-0.00080620877	-0.011716582	-0.02655249	-1.1078163e-05	-5.0408977e-07
25.9	-4.3956223	0.019041497	3.3082278	1.591576	0.34919898	-0.18192516	-0.35440627	-0.43926401	-0.47814705	-0.31682362	-0.11388568	-0.023903542	0.30685102	-0.00076172194	-0.011688954	-0.026539108	-6.5496501e-06	-2.2647849e-07
26	-4.481587	-0.21232433	3.2929032	1.6577836	0.39424881	-0.15720009	-0.34141478	-0.43324078	-0.47625596	-0.31608499	-0.11275426	-0.023297525	0.30698424	-0.00072231528	-0.01167047	-0.026534088	-6.310651e-06	-2.8409009e-07
26.1	-4.5579349	-0.4420514	3.2678759	1.7228843	0.43990721	-0.13175165	-0.32785974	-0.42687617	-0.47471924	-0.31690809	-0.11342869	-0.023525012	0.3068753	-0.00077001704	-0.01168929	-0.026541652	-8.8541818e-06	-4.3599644e-07
26.2	-4.6241229	-0.66841373	3.2336772	1.7867568	0.48609626	-0.1055933	-0.31373807	-0.42008577	-0.47291573	-0.31757629	-0.11406206	-0.023752479	0.30677185	-0.0008121924	-0.011704718	-0.026546571	-9.8584342e-06	-4.5512535e-07
26.3	-4.679983	-0.884173	3.1901034	1.8491384	0.53278664	-0.07873849	-0.29904979	-0.41286307	-0.47082791	-0.31808188	-0.1146598	-0.023982697	0.30667306	-0.00084895867	-0.011716649	-0.026549376	-1.017251e-05	-4.591136e-07
26.4	-4.7255018	-1.1021642	3.1368658	1.9098756	0.57993256	-0.051198034	-0.28379731	-0.40520619	-0.46845071	-0.31842249	-0.11522262	-0.024213722	0.3065796	-0.00088043475	-0.011725068	-0.026550734	-1.0227618e-05	-4.5652397e-07
26.5	-4.7608179	-1.3209191	3.0737372	1.9687629	0.62748128	-0.022986363	-0.26798375	-0.39711349	-0.46577711	-0.31859721	-0.11575091	-0.024443505	0.30649286	-0.00090640839	-0.011730574	-0.026551169	-1.0163728e-05	-4.5172098e-07
26.6	-4.7859531	-1.533472	3.0007044	2.0256218	0.67537608	0.0058730851	-0.25161535	-0.38858467	-0.46280581	-0.318606	-0.11624495	-0.024669586	0.30641362	-0.00092693334	-0.011733585	-0.026551091	-1.005762e-05	-4.4583407e-07
26.7	-4.800813	-1.7397132	2.9178832	2.080289	0.72356711	0.035363151	-0.23469656	-0.37961843	-0.45953367	-0.31844838	-0.116704	-0.024889228	0.30634286	-0.00094207948	-0.01173459	-0.02655064	-9.8969328e-06	-4.3731392e-07
26.8	-4.8057701	-1.9431871	2.8254137	2.1325658	0.77199358	0.065469437	-0.21723268	-0.37021402	-0.4559593	-0.31812398	-0.1171268	-0.025099848	0.3062813	-0.00095194149	-0.011734021	-0.02654994	-9.7092188e-06	-4.2828682e-07
26.9	-4.8007169	-2.1436048	2.7234126	2.1822076	0.82060011	0.096184519	-0.19923118	-0.36037126	-0.45207413	-0.31763298	-0.11751181	-0.025299097	0.30622945	-0.00095716756	-0.011732215	-0.026549062	-9.4958378e-06	-4.1806887e-07
27	-4.7852632	-2.3391335	2.611976	2.2289527	0.86930176	0.12746633	-0.18069837	-0.35008976	-0.4478736	-0.31697433	-0.11785744	-0.025484599	0.30618775	-0.00095819888	-0.011729401	-0.026548033	-9.2577785e-06	-4.0682618e-07
27.1	-4.7592385	-2.5265262	2.4905269	2.2726977	0.91802237	0.15929012	-0.16164174	-0.3393702	-0.44335386	-0.31614647	-0.11816198	-0.025654634	0.30615611	-0.0009556048	-0.011725845	-0.026546921	-9.0152939e-06	-3.9580156e-07
27.2	-4.7234749	-2.7066829	2.3610278	2.3132503	0.96668765	0.19164179	-0.14207187	-0.3282136	-0.43851225	-0.31514867	-0.11842327	-0.025807778	0.3061343	-0.00094983533	-0.011721699	-0.026545734	-8.7573142e-06	-3.8372143e-07
27.3	-4.6776674	-2.8812493	2.2262878	2.3504531	1.0152006	0.22468261	-0.12199879	-0.31662089	-0.4333459	-0.31398089	-0.11863918	-0.02594256	0.30612202	-0.00094121809	-0.011717022	-0.026544457	-8.4803006e-06	-3.707423e-07
27.4	-4.6217138	-3.0480028	2.0813693	2.3841264	1.06349	0.25794869	-0.10143058	-0.30459312	-0.42785201	-0.31264138	-0.11880758	-0.026057754	0.30611894	-0.00093005024	-0.011711876	-0.026543099	-8.1890535e-06	-3.5741442e-07
27.5	-4.556166	-3.2085409	1.9288631	2.4138855	1.1114575	0.29170567	-0.080377129	-0.29213146	-0.42202819	-0.31112658	-0.11892612	-0.026152184	0.30612476	-0.00091654635	-0.011706286	-0.026541655	-7.8783037e-06	-3.4278483e-07
27.6	-4.4815457	-3.362105	1.7690547	2.4394644	1.159017	0.32596239	-0.058851844	-0.2792381	-0.41587284	-0.30943663	-0.1189923	-0.026224928	0.30613914	-0.00090093619	-0.011700304	-0.026540142	-7.5593882e-06	-3.2863115e-07
27.7	-4.3983928	-3.5098077	1.6022481	2.4606455	1.2060988	0.36059472	-0.0368671	-0.26591623	-0.40938538	-0.30757031	-0.11900429	-0.026275494	0.30616142	-0.00088361122	-0.0116941	-0.026538628	-7.2502491e-06	-3.1474519e-07
27.8	-4.3072592	-3.6499416	1.4289925	2.4772392	1.2525858	0.39556644	-0.014438172	-0.25216966	-0.40256537	-0.30552724	-0.11896022	-0.026303631	0.30619103	-0.00086485249	-0.011687734	-0.026537104	-6.9374496e-06	-3.0053367e-07
27.9	-4.2086851	-3.7862624	1.2506654	2.4891104	1.2982904	0.43083927	0.0084183882	-0.23800162	-0.39541129	-0.30329789	-0.11885773	-0.02630881	0.30622776	-0.00084466346	-0.011681106	-0.026535507	-6.5994886e-06	-2.8478271e-07
28	-4.103157	-3.9217569	1.0676264	2.496182	1.3432705	0.46638437	0.031694882	-0.22341489	-0.38792159	-0.30087807	-0.11869446	-0.026290619	0.30627136	-0.00082305742	-0.01167417	-0.026533828	-6.2452676e-06	-2.6841052e-07
28.1	-3.9910918	-4.0547782	0.88019055	2.4983181	1.3873903	0.50216381	0.055383935	-0.20841311	-0.38009513	-0.29826736	-0.11846813	-0.02624873	0.30632158	-0.00080009213	-0.011666938	-0.026532085	-5.8804834e-06	-2.5188091e-07
28.2	-3.8728923	-4.1831568	0.68879098	2.4950822	1.4304801	0.53813331	0.079473501	-0.19300139	-0.37193175	-0.2954768	-0.1181766	-0.026183009	0.30637807	-0.00077590755	-0.011659477	-0.02653031	-5.5157497e-06	-2.3568946e-07
28.3	-3.7490159	-4.305069	0.49481096	2.486097	1.4724025	0.57424345	0.10396178	-0.17718605	-0.36343109	-0.2925201	-0.11781801	-0.02609346	0.30644043	-0.00075067291	-0.01165186	-0.026528524	-5.1508399e-06	-2.1898351e-07
28.4	-3.6200914	-4.4188258	0.29917096	2.4712719	1.513042	0.61045329	0.1288115	-0.16097222	-0.35459289	-0.28940021	-0.11739008	-0.025979917	0.30650852	-0.00072435603	-0.011644013	-0.026526674	-4.7645293e-06	-2.0110391e-07
28.5	-3.4872291	-4.5228937	0.1011518	2.4505205	1.5522889	0.64672412	0.15396543	-0.14436458	-0.34541661	-0.28611353	-0.11689077	-0.025842274	0.30658228	-0.00069686806	-0.01163586	-0.026524735	-4.3569888e-06	-1.8239274e-07
28.6	-3.3514671	-4.6159803	-0.099291686	2.423829	1.5900243	0.6830102	0.17941392	-0.12736971	-0.33590191	-0.28264558	-0.11631807	-0.025680403	0.30666167	-0.00066816286	-0.01162738	-0.026522717	-3.9356323e-06	-1.633539e-07
28.7	-3.2084607	-4.6980746	-0.30075299	2.3911254	1.6261278	0.71924952	0.20514508	-0.10999427	-0.32604883	-0.27899608	-0.11567008	-0.025494229	0.3067465	-0.0006383164	-0.011618637	-0.026520654	-3.510612e-06	-1.4398677e-07
28.8	-3.0587865	-4.7685751	-0.50039024	2.3523845	1.660487	0.755394	0.23116283	-0.092245295	-0.31585805	-0.27516445	-0.1149452	-0.025283819	0.30683655	-0.00060743749	-0.011609691	-0.026518566	-3.0848357e-06	-1.251768e-07
28.9	-2.9025614	-4.8260285	-0.70017994	2.3074779	1.6929785	0.79139709	0.25744937	-0.074130279	-0.30532986	-0.27114451	-0.11414186	-0.025048865	0.30693174	-0.0005755275	-0.011600525	-0.026516431	-2.6442901e-06	-1.0479842e-07
29	-2.7395124	-4.8710162	-0.89983152	2.2563214	1.7234881	0.82720881	0.28359883	-0.055657518	-0.29446482	-0.26693312	-0.11325811	-0.024789243	0.3070321	-0.00054250226	-0.011591065	-0.026514213	-2.1821695e-06	-8.3455307e-08
29.1	-2.5713883	-4.9038758	-1.0972098	2.1989189	1.7518852	0.86276856	0.30995567	-0.036833455	-0.28326335	-0.26252602	-0.11229164	-0.02450457	0.30713758	-0.00050833537	-0.0115813	-0.026511921	-1.7079805e-06	-6.2325045e-08
29.2	-2.3977599	-4.9238593	-1.2926979	2.1352458	1.7780642	0.89802478	0.33657105	-0.017667422	-0.2717267	-0.25792178	-0.11124103	-0.024194986	0.30724796	-0.00047317027	-0.011571335	-0.026509613	-1.2392806e-06	-4.1340776e-08
29.3	-2.2185343	-4.9312544	-1.4830862	2.0653178	1.8019062	0.93291529	0.36341575	0.0018296693	-0.25985667	-0.25311892	-0.11010573	-0.023860759	0.30736308	-0.00043706933	-0.011561191	-0.026507276	-7.6261177e-07	-1.9710457e-08
29.4	-2.0338653	-4.9261447	-1.6702004	1.9891708	1.8232804	0.96738197	0.39046141	0.021650293	-0.24765512	-0.24811576	-0.10888526	-0.023501944	0.30748288	-0.00040005569	-0.011550861	-0.026504901	-2.7853131e-07	2.0057112e-09
29.5	-1.8438997	-4.9080587	-1.8560137	1.9068584	1.8420609	1.0013651	0.41769188	0.041789384	-0.23512357	-0.24291091	-0.10757784	-0.023118639	0.30760732	-0.0003620863	-0.011540302	-0.026502473	2.239222e-07	2.421883e-08
29.6	-1.650373	-4.8783246	-2.0377072	1.818476	1.8581614	1.0348006	0.44508468	0.062237452	-0.22226402	-0.23750368	-0.1061814	-0.022710967	0.30773633	-0.00032316577	-0.01152951	-0.026500022	6.9770662e-07	4.654825e-08
29.7	-1.4526488	-4.8343213	-2.2164849	1.7241469	1.8714819	1.0676268	0.47261255	0.082981224	-0.20907926	-0.23189334	-0.10469524	-0.022278963	0.30786987	-0.00028329965	-0.011518529	-0.02649767	1.2017158e-06	6.9593142e-08
29.8	-1.250148	-4.7766365	-2.3907575	1.6239835	1.8819161	1.0997776	0.50024634	0.1040125	-0.19557219	-0.22607888	-0.10311944	-0.021822886	0.30800786	-0.00024253028	-0.011507244	-0.026495472	1.7204837e-06	9.2897579e-08
29.9	-1.0434383	-4.7066266	-2.5593418	1.5179793	1.8893507	1.1311876	0.52796049	0.12534559	-0.18174574	-0.22005923	-0.10145292	-0.021342921	0.30815013	-0.00020093212	-0.011495752	-0.026493165	2.244734e-06	1.161311e-07
30	-0.83372708	-4.6249806	-2.7244049	1.4065191	1.893762	1.161791	0.5557261	0.14696132	-0.16760384	-0.21383406	-0.099693994	-0.020839519	0.30829645	-0.00015862617	-0.011484874	-0.026490811	2.7681556e-06	1.3925277e-07
30.1	-0.62113921	-4.5326808	-2.8817161	1.2900025	1.8951194	1.1915215	0.58350525	0.16882193	-0.15315148	-0.20740312	-0.097841682	-0.020312919	0.30844669	-0.00011574409	-0.011473721	-0.026488424	3.2954415e-06	1.6272688e-07
30.2	-0.40506031	-4.4307274	-3.032604	1.1687766	1.8932537	1.2203116	0.61126083	0.19089484	-0.13839289	-0.20076605	-0.095893136	-0.019763297	0.30860076	-7.2087069e-05	-0.011462205	-0.026485998	3.8323322e-06	1.8677843e-07
30.3	-0.18639073	-4.3201463	-3.1778096	1.0428076	1.8878684	1.2480855	0.63897213	0.21275096	-0.12333203	-0.19392256	-0.093846805	-0.019191035	0.30875861	-2.7633226e-05	-0.011450384	-0.026483532	4.3787702e-06	2.1117315e-07
30.4	0.034742735	-4.2019519	-3.3184377	0.91238513	1.8789231	1.2747948	0.66659594	0.23568554	-0.10797449	-0.18687228	-0.091702774	-0.018596171	0.30892024	1.7563592e-05	-0.011438296	-0.026481027	4.9328722e-06	2.3584835e-07
30.5	0.25808489	-4.0771047	-3.4556173	0.77772028	1.8663879	1.3003812	0.69410201	0.25830697	-0.092326563	-0.17961515	-0.08946116	-0.017978647	0.30908544	6.2792148e-05	-0.011426012	-0.026478508	5.4847743e-06	2.600737e-07
30.6	0.4831782	-3.9464724	-3.5834376	0.63868625	1.8501821	1.3247836	0.7214461	0.28106137	-0.076393606	-0.17215205	-0.087120455	-0.017339567	0.30925394	0.00010718344	-0.011413637	-0.026476	6.0290139e-06	2.8397992e-07
30.7	0.70792742	-3.8102799	-3.7031765	0.49598379	1.8302308	1.347898	0.74859726	0.30393363	-0.060183338	-0.16448344	-0.084680721	-0.016679442	0.30942328	0.00015238778	-0.011401189	-0.026473482	6.5799185e-06	3.0864803e-07
30.8	0.93316264	-3.670369	-3.8171628	0.35337128	1.8065244	1.3696396	0.77551717	0.32691824	-0.043703537	-0.1566093	-0.082143507	-0.015997227	0.30959189	0.00019860778	-0.011388546	-0.0264709	7.1556941e-06	3.348126e-07
30.9	1.1588068	-3.5268576	-3.9258636	0.2091255	1.7790209	1.3899348	0.80216755	0.35000044	-0.026957363	-0.1485305	-0.079524096	-0.015293063	0.30976058	0.0002457965	-0.011375696	-0.026468283	7.7321298e-06	3.600396e-07
31	1.3829887	-3.3866267	-4.0283993	0.060337303	1.7476428	1.4087187	0.82850867	0.37316787	-0.0099524741	-0.14024804	-0.076822646	-0.014567805	0.30992941	0.00029373007	-0.011362771	-0.026465681	8.2953353e-06	3.8462247e-07
31.1	1.6053925	-3.2396776	-4.123827	-0.091660639	1.7123467	1.4259223	0.85449903	0.39640282	0.0072980044	-0.13176366	-0.074027161	-0.013821769	0.3100985	0.00034226078	-0.011349815	-0.026463086	8.8594644e-06	4.0959198e-07
31.2	1.8261423	-3.0860932	-4.2113839	-0.24643078	1.6731037	1.4414714	0.88009415	0.41968991	0.024785895	-0.12307994	-0.071142691	-0.013055766	0.31026777	0.00039114612	-0.011336918	-0.026460542	9.4022548e-06	4.3278499e-07
31.3	2.0450558	-2.9256062	-4.2904027	-0.40408676	1.6298952	1.4552965	0.90524707	0.4430125	0.0425079	-0.1141991	-0.068170782	-0.012271375	0.31043711	0.00044005861	-0.01132422	-0.026458074	9.9239743e-06	4.553748e-07
31.4	2.260223	-2.7565478	-4.3601966	-0.55973839	1.5827122	1.4673362	0.92990881	0.46635185	0.060437136	-0.10512583	-0.065113665	-0.011470625	0.31060568	0.00048870919	-0.011311807	-0.026455695	1.0422411e-05	4.7670368e-07
31.5	2.4709728	-2.579859	-4.4201752	-0.71402066	1.5315408	1.4775306	0.95402974	0.48968107	0.078553746	-0.095863495	-0.061973028	-0.010653455	0.31074911	0.00053693691	-0.011299691	-0.026453384	1.0910528e-05	4.9810673e-07
31.6	2.6786737	-2.4026505	-4.4699574	-0.87988245	1.4763896	1.4858071	0.97756249	0.5129759	0.096869456	-0.086414744	-0.058750134	-0.0098208135	0.31087327	0.00058478476	-0.011287767	-0.026451088	1.1404853e-05	5.201861e-07
31.7	2.8818858	-2.2187441	-4.5094309	-1.0391015	1.4174745	1.4921222	1.0004562	0.53621119	0.11539399	-0.076784766	-0.055446632	-0.0089719708	0.31099655	0.00063232253	-0.01127595	-0.026448805	1.1896447e-05	5.4156546e-07
31.8	3.0790781	-2.0286952	-4.5385738	-1.1949458	1.3542672	1.4964222	1.0226587	0.55936123	0.13469726	-0.066980261	-0.05206387	-0.0081084409	0.31112061	0.00067949579	-0.011264284	-0.02644656	1.2373341e-05	5.622082e-07
31.9	3.2699144	-1.8330915	-4.5574151	-1.3502853	1.28736	1.4986796	1.0441214	0.58239591	0.15429534	-0.057003359	-0.048603391	-0.0072309089	0.31124533	0.0007263098	-0.011252763	-0.02644434	1.2848239e-05	5.8320464e-07
32	3.4543595	-1.6309951	-4.5661982	-1.5061846	1.2167114	1.4988263	1.0647956	0.60528492	0.17403429	-0.04685871	-0.045066439	-0.0063398283	0.31137068	0.00077283675	-0.011241327	-0.026442127	1.3324403e-05	6.0417906e-07
32.1	3.6318576	-1.4300419	-4.5652411	-1.6647903	1.1423179	1.496721	1.0846309	0.62800101	0.19386201	-0.036551853	-0.041454161	-0.0054356537	0.31149658	0.00081915218	-0.011229938	-0.026439921	1.3799401e-05	6.2495387e-07
32.2	3.8019564	-1.2252539	-4.5544357	-1.8173669	1.0642424	1.4922359	1.10358	0.65050927	0.21375708	-0.026087228	-0.037767724	-0.0045186657	0.31162311	0.0008653336	-0.011218575	-0.026437705	1.4278609e-05	6.4638339e-07
32.3	3.9636161	-1.0140031	-4.5326655	-1.9655787	0.9825394	1.4853401	1.1215971	0.67277749	0.23370066	-0.015471306	-0.034008362	-0.0035890646	0.31175025	0.00091148066	-0.011207183	-0.026435476	1.4761414e-05	6.6752797e-07
32.4	4.1157295	-0.80107315	-4.5002834	-2.111599	0.89731909	1.4760189	1.138637	0.69477558	0.25368059	-0.004710789	-0.030177343	-0.0026472398	0.31187793	0.00095761897	-0.011195776	-0.026433247	1.5242235e-05	6.8869696e-07
32.5	4.2584417	-0.5872555	-4.4570525	-2.2535293	0.80867932	1.4642356	1.1546494	0.71647098	0.27367119	0.0061918024	-0.026275915	-0.0016933299	0.31200625	0.0010037553	-0.011184373	-0.026431025	1.5719228e-05	7.0952012e-07
32.6	4.391157	-0.37149013	-4.4034707	-2.3916955	0.71672951	1.4499467	1.169593	0.7378301	0.29365443	0.017232166	-0.022305796	-0.00072791636	0.31213502	0.0010497995	-0.011173037	-0.026428836	1.6183719e-05	7.2958189e-07
32.7	4.5131982	-0.15010842	-4.3397761	-2.5281449	0.62156869	1.4331126	1.1834294	0.75881913	0.313612	0.02839758	-0.018268757	0.00024840618	0.31226404	0.001095621	-0.011161841	-0.026426699	1.6633682e-05	7.489628e-07
32.8	4.6245644	0.07444845	-4.2663347	-2.6609823	0.52330484	1.4137029	1.1961201	0.77940585	0.3335253	0.039684009	-0.014166466	0.0012356426	0.31239341	0.0011412287	-0.011150755	-0.02642457	1.7089848e-05	7.694526e-07
32.9	4.7244317	0.29852553	-4.1835773	-2.7761038	0.42152313	1.3916764	1.2076213	0.79955831	0.35337556	0.051072755	-0.010000464	0.0022350296	0.31252303	0.0011867042	-0.011139698	-0.026422438	1.7548459e-05	7.8946759e-07
33	4.8123278	0.5266277	-4.0919258	-2.8888033	0.31746838	1.3670193	1.2178904	0.81924466	0.37314324	0.062567841	-0.0057720102	0.0032468047	0.31265294	0.0012320502	-0.011128685	-0.026420319	1.800089e-05	8.0919583e-07
33.1	4.8878821	0.75487037	-3.9917808	-3.0033815	0.2112815	1.3396954	1.2268687	0.83843242	0.39280852	0.074186825	-0.0014830958	0.0042537354	0.312783	0.0012771767	-0.011117773	-0.026418236	1.844115e-05	8.2819593e-07
