Time	gauge_0	gauge_1	gauge_2	gauge_3	gauge_4	gauge_5	gauge_6	gauge_7	gauge_8	gauge_9	gauge_10	gauge_11	gauge_12	gauge_13	gauge_14	gauge_15	gauge_16	gauge_17
74.4	5.160224	1.8277463	-2.8563499	-4.3526346	-1.2830933	3.4493423	4.4992099	0.49595566	-3.1300769	-1.8963755	0.14492848	0.011352349	0.30104916	-0.0035486109	-0.01250479	-0.02672878	-4.6196119e-05	-2.0698337e-06
74.5	5.1561694	2.0329651	-2.7051685	-4.390618	-1.4680769	3.2768497	4.582344	0.68196827	-3.0492505	-1.954618	0.10894385	0.0070987025	0.30045315	-0.003632029	-0.012514838	-0.026729569	-4.619545e-05	-2.0668901e-06
74.6	5.1386927	2.2336998	-2.5519321	-4.4169982	-1.647355	3.104368	4.6537243	0.86436008	-2.9624693	-2.0083583	0.072524644	0.0028376187	0.29987859	-0.0037069814	-0.012522597	-0.026729893	-4.6110506e-05	-2.0594653e-06
74.7	5.1077172	2.4292165	-2.3928831	-4.4317201	-1.8248161	2.9216412	4.7132189	1.0461865	-2.8697676	-2.0575828	0.035819975	-0.0014235779	0.29932741	-0.0037731877	-0.012527997	-0.026729645	-4.5898455e-05	-2.0458385e-06
74.8	5.063474	2.6216875	-2.2275212	-4.4355965	-1.997139	2.7336259	4.7607429	1.2288816	-2.771179	-2.1022772	-0.0010502779	-0.0056721258	0.29880147	-0.0038302712	-0.01253082	-0.026728779	-4.5558159e-05	-2.0267602e-06
74.9	5.0063373	2.8134795	-2.0573703	-4.4293427	-2.1644978	2.5400622	4.7962714	1.4096386	-2.6668725	-2.1424067	-0.037969436	-0.0098996277	0.29830221	-0.0038781944	-0.012531116	-0.026727371	-4.5122244e-05	-2.0040036e-06
75	4.9366765	3.000825	-1.8808139	-4.4127821	-2.3271926	2.3433356	4.8197721	1.5857399	-2.55629	-2.1779383	-0.074817965	-0.014094722	0.29783132	-0.0039167641	-0.012528804	-0.026725383	-4.4562105e-05	-1.9748013e-06
75.1	4.8548658	3.1816195	-1.6971873	-4.3849223	-2.4829352	2.1460307	4.8310892	1.7586637	-2.4385148	-2.208849	-0.11147497	-0.018249092	0.29738956	-0.0039460317	-0.012524095	-0.026722914	-4.3926412e-05	-1.943876e-06
75.2	4.761264	3.3563532	-1.5161491	-4.3462827	-2.6325787	1.9425461	4.8301814	1.9286292	-2.3170043	-2.2351148	-0.14780611	-0.022353481	0.29697828	-0.0039661237	-0.012516928	-0.0267199	-4.3163668e-05	-1.9049544e-06
75.3	4.6561886	3.5271745	-1.3285245	-4.2974887	-2.7784544	1.735796	4.8167106	2.0948655	-2.190827	-2.256774	-0.1836822	-0.026399238	0.29659921	-0.0039762645	-0.012507006	-0.02671621	-4.2251743e-05	-1.8603742e-06
75.4	4.5397904	3.6880342	-1.1350392	-4.2391391	-2.9167478	1.5268251	4.7906691	2.257767	-2.0601601	-2.273843	-0.21897762	-0.030376472	0.29625344	-0.0039762358	-0.01249449	-0.026711978	-4.1253001e-05	-1.81221e-06
75.5	4.4127783	3.840095	-0.93731594	-4.1718782	-3.0487689	1.3163043	4.7519683	2.4124484	-1.9249999	-2.2863018	-0.25357405	-0.034273612	0.29594235	-0.0039659211	-0.012479357	-0.026707175	-4.0134305e-05	-1.758791e-06
75.6	4.2760784	3.9837692	-0.73418751	-4.0964495	-3.1744562	1.1047665	4.7007416	2.5651701	-1.7860866	-2.2941137	-0.28737441	-0.038084121	0.29566674	-0.0039456848	-0.012461868	-0.026701928	-3.8954268e-05	-1.7040254e-06
75.7	4.1296694	4.1187524	-0.53104516	-4.0136697	-3.2935931	0.89233511	4.6371691	2.7182384	-1.6419351	-2.2973277	-0.32029497	-0.041796982	0.29542636	-0.0039160853	-0.012442324	-0.026696327	-3.7713475e-05	-1.6454639e-06
75.8	3.9735348	4.2447006	-0.32562658	-3.9243461	-3.4060936	0.6796738	4.5613379	2.8666755	-1.4938871	-2.2960371	-0.35222939	-0.045403311	0.29522183	-0.0038768563	-0.012420445	-0.026690171	-3.632954e-05	-1.5793264e-06
75.9	3.8086657	4.3590751	-0.11721222	-3.8296276	-3.5116059	0.46810906	4.4734533	3.0095253	-1.3512989	-2.2902702	-0.3830832	-0.048893303	0.29505379	-0.0038279682	-0.012396198	-0.026683492	-3.4854343e-05	-1.5109207e-06
76	3.6354929	4.4632842	0.093920065	-3.7242355	-3.611566	0.25719147	4.3741463	3.1445812	-1.2056257	-2.2800173	-0.41275928	-0.052260101	0.29492271	-0.0037697214	-0.012369788	-0.026676396	-3.3309278e-05	-1.4388797e-06
76.1	3.4544569	4.5578403	0.30683281	-3.6251533	-3.7076142	0.0466669	4.2624901	3.2718483	-1.0551259	-2.2653176	-0.44114352	-0.055496236	0.29482932	-0.0037019711	-0.012341097	-0.026668795	-3.1651835e-05	-1.3616919e-06
76.2	3.2681026	4.64121	0.51830095	-3.5330839	-3.7999713	-0.16263105	4.1398443	3.3954104	-0.90236953	-2.2462187	-0.4681523	-0.058595463	0.29477366	-0.0036254591	-0.012310569	-0.026660912	-2.9981901e-05	-1.2863117e-06
76.3	3.0750518	4.7129754	0.732117	-3.4276847	-3.8880944	-0.36959416	4.0072946	3.5075137	-0.74628252	-2.2228893	-0.49402715	-0.06155116	0.29475591	-0.0035403184	-0.012278181	-0.026652652	-2.8210478e-05	-1.2028987e-06
76.4	2.8753335	4.7729214	0.94694467	-3.3126165	-3.9707244	-0.57340973	3.865582	3.6081804	-0.58637516	-2.1955987	-0.51833575	-0.064357269	0.2947772	-0.003446581	-0.012243858	-0.026643976	-2.6365569e-05	-1.1192196e-06
76.5	2.6701434	4.820845	1.1613617	-3.1900434	-4.0467018	-0.77695155	3.7151624	3.699174	-0.42258493	-2.1643801	-0.54090638	-0.067004847	0.29483769	-0.0033446245	-0.012207816	-0.026634997	-2.4473669e-05	-1.0322611e-06
76.6	2.4609839	4.8565122	1.3747049	-3.0608525	-4.115106	-0.97636096	3.5566517	3.7807322	-0.25145509	-2.1292394	-0.56127443	-0.069487461	0.29493745	-0.0032345961	-0.012170045	-0.026625665	-2.2505594e-05	-9.4179248e-07
76.7	2.2478655	4.8796096	1.5865232	-2.9250139	-4.1751765	-1.1727563	3.3910336	3.8532965	-0.073839367	-2.0903375	-0.57992276	-0.071800091	0.29507619	-0.0031167281	-0.012130619	-0.026616014	-2.0485468e-05	-8.5045157e-07
76.8	2.030842	4.8901748	1.796768	-2.7827337	-4.2260599	-1.3642519	3.2196017	3.9173024	0.10955339	-2.0483203	-0.59703807	-0.073935447	0.29525282	-0.0029916877	-0.01208988	-0.026606186	-1.845287e-05	-7.5804287e-07
76.9	1.8102066	4.8880536	2.0038711	-2.6378983	-4.2672037	-1.54907	3.0428936	3.9730832	0.29777107	-2.0025034	-0.61259155	-0.075891474	0.29546713	-0.0028594697	-0.012047679	-0.026596043	-1.6335805e-05	-6.6129711e-07
77	1.5872843	4.8733947	2.205794	-2.4875982	-4.298232	-1.7325858	2.8591508	4.0210368	0.48785377	-1.9529441	-0.62665809	-0.077664257	0.29571843	-0.0027204326	-0.012004154	-0.026585667	-1.4192074e-05	-5.6409533e-07
77.1	1.3622109	4.8454304	2.405059	-2.329656	-4.3189107	-1.9119007	2.6694818	4.0611439	0.6750433	-1.8996886	-0.63913398	-0.079248764	0.29600631	-0.002574726	-0.011959324	-0.026575045	-1.1998528e-05	-4.652243e-07
77.2	1.1356446	4.8046271	2.6020204	-2.1646428	-4.3292511	-2.0872741	2.474683	4.0933758	0.85902027	-1.8428037	-0.64992952	-0.080641379	0.29632977	-0.0024227753	-0.01191335	-0.026564238	-9.7801877e-06	-3.6456268e-07
77.3	0.90900462	4.7514588	2.795214	-1.9932576	-4.3295231	-2.2583183	2.2760799	4.1180722	1.0401296	-1.7823732	-0.65903922	-0.081838542	0.29668762	-0.0022651649	-0.011866485	-0.026553334	-7.5626544e-06	-2.6577082e-07
77.4	0.6813884	4.6863194	2.9829485	-1.8162366	-4.320909	-2.422261	2.0725917	4.1348138	1.217655	-1.7184962	-0.66646113	-0.082836709	0.29707923	-0.0021021	-0.011818727	-0.026542283	-5.3052585e-06	-1.6298593e-07
77.5	0.45364432	4.6093118	3.1608733	-1.6389368	-4.3020602	-2.5820307	1.8659005	4.1443055	1.3894913	-1.6512867	-0.67221829	-0.083633777	0.29750325	-0.0019340894	-0.011770232	-0.02653114	-3.0488265e-06	-6.2811196e-08
77.6	0.22739069	4.5207584	3.3400388	-1.4482495	-4.2726843	-2.7394204	1.656818	4.1462725	1.5582495	-1.5808793	-0.67629428	-0.084227523	0.29795879	-0.0017613975	-0.011721046	-0.026519905	-7.733289e-07	4.8244972e-08
77.7	0.0027114951	4.4219826	3.5227041	-1.2497842	-4.2333577	-2.8866191	1.4455385	4.1397274	1.7251701	-1.5073726	-0.67869006	-0.084617331	0.29844463	-0.0015844262	-0.011671285	-0.026508688	1.5758627e-06	1.3647544e-07
77.8	-0.2201738	4.3126506	3.7031845	-1.0550423	-4.1844554	-3.0280987	1.2329051	4.1247813	1.8887443	-1.4308647	-0.67942012	-0.084800502	0.29896067	-0.0014029584	-0.011620747	-0.026497307	3.6770559e-06	2.4099223e-07
77.9	-0.44163318	4.1914969	3.8812944	-0.85595545	-4.1263646	-3.1632056	1.0205958	4.1029391	2.0480324	-1.3514525	-0.67849545	-0.084777574	0.29950463	-0.0012180629	-0.01156997	-0.026487106	5.8850865e-06	3.3785851e-07
78	-0.65972861	4.0609562	4.0546179	-0.64878978	-4.0596052	-3.2916772	0.80937954	4.0728607	2.2026933	-1.2692554	-0.67592365	-0.084549013	0.30007494	-0.0010303261	-0.011518677	-0.026477342	8.1316429e-06	4.3848183e-07
78.1	-0.87479815	3.9209756	4.2202729	-0.43651373	-3.9847398	-3.41421	0.59968479	4.0343856	2.3530675	-1.184415	-0.67173689	-0.084114911	0.30067047	-0.00083997955	-0.011467649	-0.026467244	1.0384431e-05	5.3776829e-07
78.2	-1.087228	3.7719774	4.375585	-0.22697586	-3.9023625	-3.5306185	0.39199764	3.9872557	2.4990508	-1.0969834	-0.66595767	-0.083475659	0.30128999	-0.00064749851	-0.011419409	-0.026457005	1.2630798e-05	6.368316e-07
78.3	-1.2960828	3.6144589	4.5245204	-0.017437844	-3.8126781	-3.6391457	0.18619542	3.931096	2.6397644	-1.0068541	-0.65860648	-0.082631727	0.30193241	-0.00045263847	-0.011369793	-0.026446662	1.4888913e-05	7.3700008e-07
78.4	-1.5005226	3.4486059	4.6521045	0.1923452	-3.7162714	-3.7417813	-0.019246009	3.8655579	2.7744837	-0.9142504	-0.64971419	-0.081582917	0.30259759	-0.00025487218	-0.011318906	-0.026436239	1.7162062e-05	8.3687222e-07
78.5	-1.7003815	3.2745063	4.7612519	0.40805672	-3.6131192	-3.8390792	-0.22691075	3.7901491	2.9026444	-0.82027637	-0.63931526	-0.08033195	0.30328315	-5.5690797e-05	-0.011267568	-0.026425964	1.9351828e-05	9.3107079e-07
78.6	-1.8956042	3.093029	4.8537351	0.6143084	-3.5141928	-3.930413	-0.43579085	3.7046431	3.0231619	-0.72404652	-0.62745328	-0.078881918	0.30398781	0.00014452367	-0.011216169	-0.026415796	2.1528169e-05	1.0269499e-06
78.7	-2.0860755	2.9068266	4.9307672	0.81926553	-3.4085884	-4.0150132	-0.64435004	3.6087181	3.1358484	-0.62565064	-0.61415463	-0.077233251	0.3047098	0.00033891494	-0.011164891	-0.026405768	2.3662206e-05	1.1194004e-06
78.8	-2.2715741	2.7156998	4.9935493	1.0332168	-3.2959222	-4.0923184	-0.85177819	3.5019259	3.2441207	-0.52540195	-0.59945285	-0.075388846	0.30544523	0.00053275597	-0.011113874	-0.026395851	2.5777294e-05	1.2122607e-06
78.9	-2.4514125	2.5202361	5.0430517	1.246425	-3.176359	-4.1618659	-1.0556437	3.3821278	3.3494834	-0.42334717	-0.58338515	-0.073350082	0.30617864	0.00072875648	-0.011063092	-0.026386028	2.7872613e-05	1.3035423e-06
79	-2.6257299	2.321035	5.0800042	1.4586007	-3.0501561	-4.2232438	-1.2545892	3.2508417	3.4490233	-0.31946086	-0.56601227	-0.071118031	0.30690871	0.00092568649	-0.011012994	-0.026376498	2.9861513e-05	1.3874777e-06
79.1	-2.7932479	2.1228741	5.1044107	1.6695199	-2.9173984	-4.2759907	-1.4480374	3.1101569	3.5419352	-0.21377688	-0.5474554	-0.068697803	0.30763629	0.0011223051	-0.010963991	-0.026367293	3.1773113e-05	1.4700195e-06
79.2	-2.9537975	1.9191913	5.116688	1.8786411	-2.7770489	-4.3197248	-1.6352233	2.9614142	3.627296	-0.1063961	-0.52782421	-0.066096024	0.3083609	0.0013178193	-0.010916162	-0.026358391	3.362038e-05	1.5492124e-06
79.3	-3.1082617	1.7095024	5.1182563	2.0852634	-2.6286887	-4.3541515	-1.8153982	2.8062575	3.7040185	0.0025721416	-0.50707841	-0.06331907	0.30908267	0.0015117815	-0.010869464	-0.02634974	3.5420015e-05	1.627051e-06
79.4	-3.2561335	1.4981245	5.10797	2.2882751	-2.4779123	-4.3791782	-1.9902214	2.6450793	3.7712474	0.1128062	-0.48525455	-0.060374597	0.30980131	0.0017036742	-0.01082387	-0.026341335	3.7164378e-05	1.7017642e-06
79.5	-3.3975895	1.2857877	5.0846766	2.4872564	-2.3205044	-4.3948834	-2.1606038	2.4785654	3.8283309	0.22455016	-0.46239521	-0.057270015	0.31051679	0.0018931039	-0.010779446	-0.026333203	3.8841231e-05	1.7733341e-06
79.6	-3.5322146	1.0692614	5.0482612	2.6824921	-2.1573316	-4.4014185	-2.3258145	2.3096197	3.8747515	0.33780581	-0.43855626	-0.054015498	0.31122225	0.0020794069	-0.010736431	-0.026325446	4.04143e-05	1.8390368e-06
79.7	-3.6604956	0.85362576	4.9985262	2.8731898	-1.9891077	-4.399497	-2.4851412	2.1419154	3.9101583	0.45227569	-0.4138216	-0.050622059	0.31177028	0.0022619669	-0.010695042	-0.026318079	4.1898771e-05	1.9018879e-06
79.8	-3.7839847	0.63900019	4.9374199	3.0586807	-1.8149014	-4.3890109	-2.6384262	1.9642066	3.9239838	0.56153588	-0.37605621	-0.043783202	0.31209809	0.0019587727	-0.010910856	-0.026390731	2.0721351e-05	8.5656566e-07
79.9	-3.9027833	0.42325534	4.8607385	3.2376378	-1.6340249	-4.3688279	-2.7855202	1.7806552	3.9332969	0.67392123	-0.34492155	-0.038682357	0.31252455	0.0019801384	-0.010916774	-0.026383001	2.6513395e-05	1.2522255e-06
80	-4.0160804	0.20715716	4.7682119	3.4098241	-1.4541618	-4.3389623	-2.9261712	1.5945294	3.9314074	0.7847698	-0.31402341	-0.033695045	0.31292258	0.0020071121	-0.010917501	-0.026380428	2.6803695e-05	1.1953036e-06
80.1	-4.1229926	-0.0052182943	4.659184	3.575236	-1.267915	-4.2997544	-3.060088	1.4080787	3.918054	0.89446173	-0.28333796	-0.028821891	0.31329726	0.002043711	-0.010912393	-0.026378445	2.707229e-05	1.2054947e-06
80.2	-4.2226109	-0.21383895	4.5252385	3.7330535	-1.0765127	-4.2515888	-3.1869412	1.2125224	3.8987617	1.0091087	-0.25733014	-0.024980713	0.31385016	0.0023249144	-0.010793927	-0.026340562	3.9090408e-05	1.9169077e-06
80.3	-4.3141916	-0.41987742	4.3727341	3.8826731	-0.88220105	-4.1946269	-3.3068785	1.0165235	3.8675805	1.1232869	-0.23095031	-0.02109611	0.31438277	0.002579018	-0.010699936	-0.026317262	4.3887069e-05	2.034572e-06
80.4	-4.3969757	-0.62432478	4.2122714	4.0236511	-0.68577405	-4.129198	-3.4200457	0.82326737	3.8249898	1.2367847	-0.20380215	-0.017162512	0.31490414	0.0028147432	-0.010622695	-0.026301869	4.6260541e-05	2.0990765e-06
80.5	-4.470285	-0.8213064	4.045574	4.1553236	-0.48847375	-4.0556496	-3.5261651	0.62888084	3.7717908	1.3484648	-0.17605074	-0.01318136	0.31541459	0.0030327599	-0.010559779	-0.026291388	4.7714857e-05	2.1443876e-06
80.6	-4.5340332	-1.0157649	3.8743876	4.2768574	-0.28612478	-3.9743448	-3.6255001	0.43144154	3.7085052	1.4575429	-0.14778244	-0.0091560164	0.31591414	0.0032330385	-0.010508754	-0.026284007	4.8730449e-05	2.1798707e-06
80.7	-4.5876324	-1.2106857	3.699502	4.3883855	-0.07859929	-3.8855452	-3.7183987	0.23417808	3.6359963	1.563835	-0.11905291	-0.0050914691	0.31640199	0.0034158572	-0.010467338	-0.026278577	4.9506708e-05	2.2078933e-06
80.8	-4.631103	-1.4015075	3.5191848	4.4898899	0.13133618	-3.7896318	-3.8058063	0.040719989	3.5549501	1.667169	-0.089917276	-0.00099306102	0.31687688	0.0035817388	-0.010433663	-0.026274489	5.0092e-05	2.2280276e-06
80.9	-4.6641654	-1.5854241	3.3384356	4.580881	0.34117863	-3.6887193	-3.8871049	-0.14991984	3.4661963	1.7662154	-0.060427401	0.0031355029	0.31733822	0.0037316946	-0.010406128	-0.026271299	5.0561322e-05	2.2454701e-06
81	-4.6870281	-1.7661549	3.1701549	4.6606162	0.55628285	-3.5788698	-3.9616039	-0.33794814	3.3705332	1.8609337	-0.030636302	0.0072868106	0.31778504	0.0038669159	-0.010383441	-0.026268797	5.0918112e-05	2.2568356e-06
81.1	-4.6997183	-1.9439857	2.9911111	4.7287978	0.76979491	-3.4631445	-4.028749	-0.52466837	3.2684124	1.9512896	-0.00060039108	0.011462555	0.31821653	0.0039882208	-0.010364925	-0.026266945	5.1137417e-05	2.2619574e-06
81.2	-4.7025775	-2.1161764	2.8050759	4.7851587	0.98125086	-3.3437494	-4.088078	-0.70434735	3.1605077	2.0369725	0.029625235	0.01565516	0.31863177	0.0040963508	-0.010350097	-0.026265677	5.1244039e-05	2.2627115e-06
81.3	-4.6956856	-2.2835673	2.6138609	4.8295143	1.1928414	-3.2172011	-4.1391047	-0.87933011	3.0560919	2.118271	0.059983787	0.01978148	0.31902998	0.0041919623	-0.010338579	-0.026264949	5.1225273e-05	2.2575409e-06
81.4	-4.679003	-2.4445487	2.4171162	4.861691	1.4034238	-3.083776	-4.1814335	-1.0578333	2.9468732	2.1950032	0.090424224	0.023876505	0.31941051	0.0042756751	-0.010330111	-0.026264794	5.1095567e-05	2.2489002e-06
81.5	-4.6525644	-2.5976442	2.2214471	4.8813442	1.6115166	-2.9437115	-4.2148237	-1.2349291	2.8307603	2.2669099	0.12088544	0.027976422	0.31977298	0.0043483204	-0.010324304	-0.026265069	5.0894174e-05	2.2367395e-06
81.6	-4.616031	-2.7481719	2.0212934	4.8887915	1.8173924	-2.7940129	-4.2391173	-1.4067558	2.7090767	2.3337998	0.15131059	0.032054028	0.32011675	0.0044102589	-0.010321293	-0.026265876	5.0556873e-05	2.2176457e-06
81.7	-4.5695586	-2.8922919	1.8154439	4.8839094	2.0204103	-2.6378563	-4.2542911	-1.5710111	2.5822784	2.3954191	0.18144068	0.036102557	0.32044128	0.0044616638	-0.010321014	-0.026267192	5.0117398e-05	2.1949539e-06
81.8	-4.513356	-3.0285443	1.6070391	4.8664065	2.2188965	-2.4788039	-4.2606862	-1.7362855	2.4505577	2.4514318	0.21153354	0.040113263	0.32074579	0.0045026318	-0.010323462	-0.026269044	4.9552586e-05	2.1657576e-06
81.9	-4.4477848	-3.1584273	1.3969755	4.83578	2.4125058	-2.3130838	-4.25872	-1.8980234	2.3140343	2.5015773	0.24172314	0.044077966	0.32102964	0.0045328311	-0.010328592	-0.026271414	4.8884273e-05	2.133476e-06
82	-4.3732658	-3.2817167	1.1858582	4.7926008	2.6033599	-2.1419464	-4.2484923	-2.0524596	2.1732407	2.5457133	0.2715634	0.047988112	0.3212926	0.0045530341	-0.010336024	-0.026274154	4.8159125e-05	2.0986742e-06
82.1	-4.2902815	-3.3983289	0.97382146	4.7373465	2.7920855	-1.9660988	-4.2295292	-2.2022344	2.0308903	2.5836024	0.30107419	0.051833178	0.32153414	0.0045632209	-0.010345874	-0.026277381	4.7303437e-05	2.0566396e-06
82.2	-4.1992998	-3.5078145	0.76121431	4.6703904	2.9758783	-1.7815114	-4.201961	-2.3465517	1.8849034	2.6149818	0.33021229	0.055606448	0.32175348	0.004563258	-0.010358295	-0.026281142	4.6331137e-05	2.0104728e-06
82.3	-4.1008086	-3.6115418	0.54960693	4.5918953	3.1534225	-1.5978152	-4.1658507	-2.483094	1.7353553	2.6395505	0.35893537	0.059300318	0.32195022	0.0045533464	-0.01037317	-0.026285362	4.5270584e-05	1.9600911e-06
82.4	-3.9952483	-3.7115016	0.33931795	4.5022326	3.324454	-1.4115436	-4.1212448	-2.6144879	1.5831174	2.6571057	0.38718687	0.062906357	0.32212368	0.0045336624	-0.010390441	-0.026290037	4.4115321e-05	1.9066887e-06
82.5	-3.8829776	-3.8071649	0.12886612	4.4021013	3.4910096	-1.2168978	-4.0683987	-2.743221	1.4283556	2.6674367	0.41491674	0.066418389	0.32227528	0.0045049788	-0.010409635	-0.026294981	4.293542e-05	1.8530044e-06
82.6	-3.7644212	-3.8984162	-0.080728966	4.2918896	3.6478562	-1.0182584	-4.0076111	-2.8636838	1.2709341	2.6703933	0.44207056	0.069828964	0.32240346	0.0044672838	-0.010430844	-0.026300311	4.1642085e-05	1.7912901e-06
82.7	-3.6399782	-3.9841909	-0.28838356	4.1715668	3.7958831	-0.81452944	-3.9391955	-2.9769001	1.1106715	2.6659272	0.46858856	0.073128756	0.32250766	0.0044201537	-0.010454462	-0.026306177	4.0219514e-05	1.7254846e-06
82.8	-3.5110834	-4.0634959	-0.4918509	4.0412303	3.9353061	-0.60892857	-3.8634627	-3.0839107	0.9471177	2.6540821	0.49441448	0.076310651	0.32258799	0.004364019	-0.010480235	-0.026312425	3.8742083e-05	1.6578304e-06
82.9	-3.3793877	-4.1355128	-0.69442668	3.9017587	4.0658987	-0.40218171	-3.7805765	-3.1844898	0.78045967	2.6349999	0.51950219	0.079365527	0.32264412	0.0042989271	-0.010508143	-0.026319077	3.7171085e-05	1.585781e-06
83	-3.2403737	-4.199525	-0.89529083	3.7536161	4.1875161	-0.19220859	-3.690015	-3.2785112	0.61112645	2.6085299	0.54378303	0.08228501	0.32267591	0.0042252352	-0.010537888	-0.026326011	3.5565493e-05	1.51351e-06
83.1	-3.0945057	-4.2548448	-1.0915309	3.5971671	4.298137	0.020201137	-3.5953699	-3.3659164	0.44038639	2.5747461	0.56718155	0.085068695	0.32268385	0.0041432684	-0.010569188	-0.026333147	3.3927403e-05	1.4392132e-06
83.2	-2.9420188	-4.3006638	-1.2844175	3.4333794	4.3976223	0.23497145	-3.4961568	-3.4469738	0.27008428	2.5335147	0.58966308	0.087709059	0.32266842	0.0040530865	-0.010602473	-0.026340689	3.2171533e-05	1.3578021e-06
83.3	-2.7823036	-4.3365218	-1.4705278	3.2630549	4.4879713	0.44909743	-3.3907276	-3.5213611	0.10103575	2.4850515	0.61115346	0.090199977	0.3226294	0.0039549893	-0.010637707	-0.026348652	3.0332303e-05	1.2751191e-06
83.4	-2.6168127	-4.3620925	-1.6530843	3.0862489	4.5673623	0.66436455	-3.2785934	-3.5880468	-0.061794092	2.4299094	0.63159169	0.092531163	0.32256632	0.0038492579	-0.010674503	-0.026356845	2.8467946e-05	1.1909406e-06
83.5	-2.4454675	-4.3773466	-1.8334791	2.9030642	4.6353593	0.88089162	-3.1599693	-3.6474014	-0.21933807	2.3684161	0.65093561	0.094695135	0.32247892	0.0037357448	-0.010712832	-0.026365283	2.654806e-05	1.1047815e-06
83.6	-2.2686088	-4.3825866	-2.0084963	2.7141483	4.6916814	1.0971907	-3.0349771	-3.7003062	-0.37199104	2.3012629	0.66914119	0.0966893	0.32236865	0.0036148973	-0.010752531	-0.026373881	2.4620423e-05	1.0187763e-06
83.7	-2.0861879	-4.3785087	-2.179332	2.5204371	4.7361426	1.3123815	-2.9036644	-3.7466736	-0.51969351	2.2288623	0.6861568	0.098508897	0.32223636	0.0034875284	-0.010793624	-0.026382735	2.2624127e-05	9.2831136e-07
83.8	-1.8980216	-4.3650936	-2.344814	2.3229328	4.7684011	1.5259574	-2.7656164	-3.7860691	-0.66092711	2.1513485	0.70193247	0.10014841	0.32208144	0.0033538052	-0.010836026	-0.026391868	2.055695e-05	8.3481794e-07
83.9	-1.7052751	-4.3418082	-2.5028466	2.1219314	4.7882746	1.7378363	-2.6216296	-3.8181816	-0.79832197	2.069079	0.71642132	0.10160315	0.3219035	0.0032134896	-0.010879722	-0.026401223	1.8453887e-05	7.4179483e-07
84	-1.5087274	-4.3084819	-2.6587686	1.9173871	4.7958859	1.9472268	-2.4723	-3.8428314	-0.93529076	1.9824394	0.72957845	0.10287001	0.32170306	0.003066705	-0.010924599	-0.026410726	1.6333036e-05	6.4607638e-07
84.1	-1.3069737	-4.2654613	-2.80834	1.7098114	4.7917684	2.1518539	-2.3173887	-3.8598889	-1.0720649	1.8917506	0.74136803	0.1039461	0.32148109	0.0029138108	-0.010970626	-0.026420398	1.4185186e-05	5.5146583e-07
84.2	-1.1008281	-4.2131403	-2.9502968	1.5003566	4.7754924	2.3531173	-2.1571412	-3.869368	-1.2082113	1.7973138	0.75174844	0.10482902	0.32123822	0.0027555158	-0.011017592	-0.026430183	1.2021943e-05	4.544049e-07
84.3	-0.89146651	-4.1519284	-3.0861572	1.2896949	4.7466372	2.5517774	-1.9918685	-3.8713963	-1.3419112	1.6994395	0.76068101	0.10551652	0.32097485	0.0025922721	-0.011065328	-0.026440076	9.8392667e-06	3.5815512e-07
84.4	-0.67883916	-4.0823151	-3.2155104	1.0779862	4.7055488	2.7465349	-1.8215232	-3.8665556	-1.4713272	1.5988685	0.76813852	0.10600653	0.32069128	0.0024242686	-0.011113781	-0.026450063	7.6353829e-06	2.595272e-07
84.5	-0.46265479	-4.0048336	-3.3382424	0.86534287	4.6525794	2.9361519	-1.6465295	-3.8538286	-1.5993412	1.4953801	0.77409306	0.10629674	0.3203878	0.0022514102	-0.011163058	-0.02646019	5.4010743e-06	1.6048474e-07
84.6	-0.24373483	-3.9200475	-3.4549432	0.65235063	4.5879071	3.1160711	-1.4672436	-3.8327286	-1.7270764	1.3884984	0.7785155	0.10638691	0.32006539	0.0020741776	-0.011212988	-0.02647037	3.1755031e-06	6.2419305e-08
84.7	-0.022296607	-3.8282898	-3.5649263	0.44269965	4.5118498	3.2953394	-1.2829377	-3.8044889	-1.8511243	1.2790169	0.78138608	0.10627832	0.31972542	0.0018936353	-0.011263131	-0.026480471	9.9628122e-07	-3.2855333e-08
84.8	0.20100091	-3.7296387	-3.6679593	0.24035147	4.4254385	3.4798991	-1.0928371	-3.7688816	-1.9717483	1.1669225	0.78268716	0.10597045	0.31936846	0.0017102281	-0.011313381	-0.026490535	-1.1962111e-06	-1.3160649e-07
84.9	0.42674517	-3.6255832	-3.7649526	0.035311894	4.3286367	3.6637457	-0.89774952	-3.725779	-2.0886168	1.0525874	0.78240183	0.10546222	0.31899467	0.0015237529	-0.011363973	-0.026501267	-3.4203179e-06	-2.3127084e-07
85	0.65275509	-3.5210186	-3.8563695	-0.17377694	4.2207405	3.8463846	-0.69839909	-3.67672	-2.2013184	0.93647356	0.78051751	0.10475544	0.31860508	0.0013346571	-0.011414527	-0.026512064	-5.6259352e-06	-3.2883029e-07
85.1	0.87935382	-3.4125657	-3.9415378	-0.38293629	4.1030006	4.025064	-0.49579939	-3.6215343	-2.3093928	0.81907382	0.77702445	0.10385084	0.31820033	0.001143117	-0.011465382	-0.026523002	-7.8271213e-06	-4.2678073e-07
85.2	1.1067836	-3.2975728	-4.0197909	-0.58600777	3.9756469	4.1970177	-0.29114778	-3.5602208	-2.410817	0.70104933	0.77191824	0.10274976	0.31778125	0.00094962467	-0.011516074	-0.02653392	-9.9953616e-06	-5.226487e-07
